"Method","Uri","Modules","OurName","Action","ShipsAs","CounterpartUris","CounterpartShipsAs"
"GET","/users/{}/onenote/sectiongroups","Notes","Get-MgUserOnenoteSectionGroup","keep","System.Object[]","/users/{}/onenote/sectiongroups/{};/users/{}/onenote/sectiongroups/{}/sectiongroups;/users/{}/onenote/sectiongroups/{}/sectiongroups/{}","Get-MgUserOnenoteSectionGroup"
"GET","/users/{}/onenote/sectiongroups/{}","Notes","Get-MgUserOnenoteSectionGroup","keep","System.Object[]","/users/{}/onenote/sectiongroups","Get-MgUserOnenoteSectionGroup"
"GET","/users/{}/onenote/sectiongroups/{}/sectiongroups","Notes","Get-MgUserOnenoteSectionGroup","suppress","System.Object[]","/users/{}/onenote/sectiongroups","Get-MgUserOnenoteSectionGroup"
"GET","/users/{}/onenote/sectiongroups/{}/sectiongroups/{}","Notes","Get-MgUserOnenoteSectionGroup","suppress","System.Object[]","/users/{}/onenote/sectiongroups","Get-MgUserOnenoteSectionGroup"
"GET","/users/{}/onenote/sectiongroups/{}/sectiongroups/$count","Notes","Get-MgUserOnenoteSectionGroupCount","keep","System.Object[]","/users/{}/onenote/sectiongroups/$count",""
"GET","/users/{}/onenote/sectiongroups/$count","Notes","Get-MgUserOnenoteSectionGroupCount","suppress","System.Object[]","/users/{}/onenote/sectiongroups/{}/sectiongroups/$count","Get-MgUserOnenoteSectionGroupCount"
"GET","/users/{}/photo/$value","Users","Get-MgUserPhotoContent","keep","System.Object[]","/users/{}/photos/{}/$value",""
"GET","/users/{}/photos/{}/$value","Users","Get-MgUserPhotoContent","suppress","System.Object[]","/users/{}/photo/$value","Get-MgUserPhotoContent"
"PATCH","/groups/{}/settings/{}","Groups","Update-MgGroupSetting","keep","System.Object[]","/groupsettings/{}",""
"PATCH","/groups/{}/sites/{}/termstore/groups/{}/sets/{}/children/{}","Sites","Update-MgGroupSiteTermStoreGroupSetChild","keep","System.Object[]","/groups/{}/sites/{}/termstore/groups/{}/sets/{}/children/{}/children/{}",""
"PATCH","/groups/{}/sites/{}/termstore/groups/{}/sets/{}/children/{}/children/{}","Sites","Update-MgGroupSiteTermStoreGroupSetChild","suppress","System.Object[]","/groups/{}/sites/{}/termstore/groups/{}/sets/{}/children/{}","Update-MgGroupSiteTermStoreGroupSetChild"
"PATCH","/groups/{}/sites/{}/termstore/groups/{}/sets/{}/children/{}/children/{}/relations/{}","Sites","Update-MgGroupSiteTermStoreGroupSetChildRelation","keep","System.Object[]","/groups/{}/sites/{}/termstore/groups/{}/sets/{}/children/{}/relations/{}",""
"PATCH","/groups/{}/sites/{}/termstore/groups/{}/sets/{}/children/{}/relations/{}","Sites","Update-MgGroupSiteTermStoreGroupSetChildRelation","suppress","System.Object[]","/groups/{}/sites/{}/termstore/groups/{}/sets/{}/children/{}/children/{}/relations/{}","Update-MgGroupSiteTermStoreGroupSetChildRelation"
"PATCH","/groups/{}/sites/{}/termstore/sets/{}/children/{}","Sites","Update-MgGroupSiteTermStoreSetChild","keep","System.Object[]","/groups/{}/sites/{}/termstore/sets/{}/children/{}/children/{}",""
"PATCH","/groups/{}/sites/{}/termstore/sets/{}/children/{}/children/{}","Sites","Update-MgGroupSiteTermStoreSetChild","suppress","System.Object[]","/groups/{}/sites/{}/termstore/sets/{}/children/{}","Update-MgGroupSiteTermStoreSetChild"
"PATCH","/groups/{}/sites/{}/termstore/sets/{}/children/{}/children/{}/relations/{}","Sites","Update-MgGroupSiteTermStoreSetChildRelation","keep","System.Object[]","/groups/{}/sites/{}/termstore/sets/{}/children/{}/relations/{}",""
"PATCH","/groups/{}/sites/{}/termstore/sets/{}/children/{}/relations/{}","Sites","Update-MgGroupSiteTermStoreSetChildRelation","suppress","System.Object[]","/groups/{}/sites/{}/termstore/sets/{}/children/{}/children/{}/relations/{}","Update-MgGroupSiteTermStoreSetChildRelation"
"PATCH","/groups/{}/sites/{}/termstore/sets/{}/parentgroup/sets/{}/children/{}","Sites","Update-MgGroupSiteTermStoreSetParentGroupSetChild","keep","System.Object[]","/groups/{}/sites/{}/termstore/sets/{}/parentgroup/sets/{}/children/{}/children/{}",""
"PATCH","/groups/{}/sites/{}/termstore/sets/{}/parentgroup/sets/{}/children/{}/children/{}","Sites","Update-MgGroupSiteTermStoreSetParentGroupSetChild","suppress","System.Object[]","/groups/{}/sites/{}/termstore/sets/{}/parentgroup/sets/{}/children/{}","Update-MgGroupSiteTermStoreSetParentGroupSetChild"
"PATCH","/groups/{}/sites/{}/termstore/sets/{}/parentgroup/sets/{}/children/{}/children/{}/relations/{}","Sites","Update-MgGroupSiteTermStoreSetParentGroupSetChildRelation","keep","System.Object[]","/groups/{}/sites/{}/termstore/sets/{}/parentgroup/sets/{}/children/{}/relations/{}",""
"PATCH","/groups/{}/sites/{}/termstore/sets/{}/parentgroup/sets/{}/children/{}/relations/{}","Sites","Update-MgGroupSiteTermStoreSetParentGroupSetChildRelation","suppress","System.Object[]","/groups/{}/sites/{}/termstore/sets/{}/parentgroup/sets/{}/children/{}/children/{}/relations/{}","Update-MgGroupSiteTermStoreSetParentGroupSetChildRelation"
"PATCH","/groupsettings/{}","Groups","Update-MgGroupSetting","suppress","System.Object[]","/groups/{}/settings/{}","Update-MgGroupSetting"
"PATCH","/identitygovernance/catalogs/{}/resourceroles/{}","Identity.Governance","Update-MgIdentityGovernanceCatalogResourceRole","suppress","System.Object[]","/identitygovernance/catalogs/{}/resources/{}/roles/{}",""
"PATCH","/identitygovernance/catalogs/{}/resourceroles/{}/resource","Identity.Governance","Update-MgIdentityGovernanceCatalogResourceRoleResource","suppress","System.Object[]","/identitygovernance/catalogs/{}/resources/{}/roles/{}/resource",""
"PATCH","/identitygovernance/catalogs/{}/resourceroles/{}/resource/scopes/{}","Identity.Governance","Update-MgIdentityGovernanceCatalogResourceRoleResourceScope","suppress","System.Object[]","/identitygovernance/catalogs/{}/resources/{}/roles/{}/resource/scopes/{}",""
"PATCH","/identitygovernance/catalogs/{}/resourceroles/{}/resource/scopes/{}/resource","Identity.Governance","Update-MgIdentityGovernanceCatalogResourceRoleResourceScopeResource","suppress","System.Object[]","/identitygovernance/catalogs/{}/resources/{}/roles/{}/resource/scopes/{}/resource",""
"PATCH","/identitygovernance/catalogs/{}/resourceroles/{}/resource/scopes/{}/resource/uploadsessions/{}","Identity.Governance","Update-MgIdentityGovernanceCatalogResourceRoleResourceScopeResourceUploadSession","suppress","System.Object[]","/identitygovernance/catalogs/{}/resources/{}/roles/{}/resource/scopes/{}/resource/uploadsessions/{}",""
"PATCH","/identitygovernance/catalogs/{}/resourceroles/{}/resource/uploadsessions/{}","Identity.Governance","Update-MgIdentityGovernanceCatalogResourceRoleResourceUploadSession","suppress","System.Object[]","/identitygovernance/catalogs/{}/resources/{}/roles/{}/resource/uploadsessions/{}",""
"PATCH","/identitygovernance/catalogs/{}/resources/{}/roles/{}","Identity.Governance","Update-MgIdentityGovernanceCatalogResourceRole","suppress","System.Object[]","/identitygovernance/catalogs/{}/resourceroles/{}",""
"PATCH","/identitygovernance/catalogs/{}/resources/{}/roles/{}/resource","Identity.Governance","Update-MgIdentityGovernanceCatalogResourceRoleResource","suppress","System.Object[]","/identitygovernance/catalogs/{}/resourceroles/{}/resource",""
"PATCH","/identitygovernance/catalogs/{}/resources/{}/roles/{}/resource/scopes/{}","Identity.Governance","Update-MgIdentityGovernanceCatalogResourceRoleResourceScope","suppress","System.Object[]","/identitygovernance/catalogs/{}/resourceroles/{}/resource/scopes/{}",""
"PATCH","/identitygovernance/catalogs/{}/resources/{}/roles/{}/resource/scopes/{}/resource","Identity.Governance","Update-MgIdentityGovernanceCatalogResourceRoleResourceScopeResource","suppress","System.Object[]","/identitygovernance/catalogs/{}/resourceroles/{}/resource/scopes/{}/resource",""
"PATCH","/identitygovernance/catalogs/{}/resources/{}/roles/{}/resource/scopes/{}/resource/uploadsessions/{}","Identity.Governance","Update-MgIdentityGovernanceCatalogResourceRoleResourceScopeResourceUploadSession","suppress","System.Object[]","/identitygovernance/catalogs/{}/resourceroles/{}/resource/scopes/{}/resource/uploadsessions/{}",""
"PATCH","/identitygovernance/catalogs/{}/resources/{}/roles/{}/resource/uploadsessions/{}","Identity.Governance","Update-MgIdentityGovernanceCatalogResourceRoleResourceUploadSession","suppress","System.Object[]","/identitygovernance/catalogs/{}/resourceroles/{}/resource/uploadsessions/{}",""
"PATCH","/identitygovernance/catalogs/{}/resources/{}/scopes/{}","Identity.Governance","Update-MgIdentityGovernanceCatalogResourceScope","suppress","System.Object[]","/identitygovernance/catalogs/{}/resourcescopes/{}",""
"PATCH","/identitygovernance/catalogs/{}/resources/{}/scopes/{}/resource","Identity.Governance","Update-MgIdentityGovernanceCatalogResourceScopeResource","suppress","System.Object[]","/identitygovernance/catalogs/{}/resourcescopes/{}/resource",""
"PATCH","/identitygovernance/catalogs/{}/resources/{}/scopes/{}/resource/roles/{}","Identity.Governance","Update-MgIdentityGovernanceCatalogResourceScopeResourceRole","suppress","System.Object[]","/identitygovernance/catalogs/{}/resourcescopes/{}/resource/roles/{}",""
"PATCH","/identitygovernance/catalogs/{}/resources/{}/scopes/{}/resource/roles/{}/resource","Identity.Governance","Update-MgIdentityGovernanceCatalogResourceScopeResourceRoleResource","suppress","System.Object[]","/identitygovernance/catalogs/{}/resourcescopes/{}/resource/roles/{}/resource",""
"PATCH","/identitygovernance/catalogs/{}/resources/{}/scopes/{}/resource/roles/{}/resource/uploadsessions/{}","Identity.Governance","Update-MgIdentityGovernanceCatalogResourceScopeResourceRoleResourceUploadSession","suppress","System.Object[]","/identitygovernance/catalogs/{}/resourcescopes/{}/resource/roles/{}/resource/uploadsessions/{}",""
"PATCH","/identitygovernance/catalogs/{}/resources/{}/scopes/{}/resource/uploadsessions/{}","Identity.Governance","Update-MgIdentityGovernanceCatalogResourceScopeResourceUploadSession","suppress","System.Object[]","/identitygovernance/catalogs/{}/resourcescopes/{}/resource/uploadsessions/{}",""
"PATCH","/identitygovernance/catalogs/{}/resourcescopes/{}","Identity.Governance","Update-MgIdentityGovernanceCatalogResourceScope","suppress","System.Object[]","/identitygovernance/catalogs/{}/resources/{}/scopes/{}",""
"PATCH","/identitygovernance/catalogs/{}/resourcescopes/{}/resource","Identity.Governance","Update-MgIdentityGovernanceCatalogResourceScopeResource","suppress","System.Object[]","/identitygovernance/catalogs/{}/resources/{}/scopes/{}/resource",""
"PATCH","/identitygovernance/catalogs/{}/resourcescopes/{}/resource/roles/{}","Identity.Governance","Update-MgIdentityGovernanceCatalogResourceScopeResourceRole","suppress","System.Object[]","/identitygovernance/catalogs/{}/resources/{}/scopes/{}/resource/roles/{}",""
"PATCH","/identitygovernance/catalogs/{}/resourcescopes/{}/resource/roles/{}/resource","Identity.Governance","Update-MgIdentityGovernanceCatalogResourceScopeResourceRoleResource","suppress","System.Object[]","/identitygovernance/catalogs/{}/resources/{}/scopes/{}/resource/roles/{}/resource",""
"PATCH","/identitygovernance/catalogs/{}/resourcescopes/{}/resource/roles/{}/resource/uploadsessions/{}","Identity.Governance","Update-MgIdentityGovernanceCatalogResourceScopeResourceRoleResourceUploadSession","suppress","System.Object[]","/identitygovernance/catalogs/{}/resources/{}/scopes/{}/resource/roles/{}/resource/uploadsessions/{}",""
"PATCH","/identitygovernance/catalogs/{}/resourcescopes/{}/resource/uploadsessions/{}","Identity.Governance","Update-MgIdentityGovernanceCatalogResourceScopeResourceUploadSession","suppress","System.Object[]","/identitygovernance/catalogs/{}/resources/{}/scopes/{}/resource/uploadsessions/{}",""
"PATCH","/identitygovernance/entitlementmanagement/catalogs/{}/resourceroles/{}","Identity.Governance","Update-MgIdentityGovernanceEntitlementManagementCatalogResourceRole","rename","System.Object[]","/identitygovernance/entitlementmanagement/catalogs/{}/resources/{}/roles/{}",""
"PATCH","/identitygovernance/entitlementmanagement/catalogs/{}/resourceroles/{}/resource","Identity.Governance","Update-MgIdentityGovernanceEntitlementManagementCatalogResourceRoleResource","suppress","System.Object[]","/identitygovernance/entitlementmanagement/catalogs/{}/resources/{}/roles/{}/resource",""
"PATCH","/identitygovernance/entitlementmanagement/catalogs/{}/resourceroles/{}/resource/scopes/{}","Identity.Governance","Update-MgIdentityGovernanceEntitlementManagementCatalogResourceRoleResourceScope","rename","System.Object[]","/identitygovernance/entitlementmanagement/catalogs/{}/resources/{}/roles/{}/resource/scopes/{}",""
"PATCH","/identitygovernance/entitlementmanagement/catalogs/{}/resourceroles/{}/resource/scopes/{}/resource","Identity.Governance","Update-MgIdentityGovernanceEntitlementManagementCatalogResourceRoleResourceScopeResource","suppress","System.Object[]","/identitygovernance/entitlementmanagement/catalogs/{}/resources/{}/roles/{}/resource/scopes/{}/resource",""
"PATCH","/identitygovernance/entitlementmanagement/catalogs/{}/resourceroles/{}/resource/scopes/{}/resource/uploadsessions/{}","Identity.Governance","Update-MgIdentityGovernanceEntitlementManagementCatalogResourceRoleResourceScopeResourceUploadSession","suppress","System.Object[]","/identitygovernance/entitlementmanagement/catalogs/{}/resources/{}/roles/{}/resource/scopes/{}/resource/uploadsessions/{}",""
"PATCH","/identitygovernance/entitlementmanagement/catalogs/{}/resourceroles/{}/resource/uploadsessions/{}","Identity.Governance","Update-MgIdentityGovernanceEntitlementManagementCatalogResourceRoleResourceUploadSession","suppress","System.Object[]","/identitygovernance/entitlementmanagement/catalogs/{}/resources/{}/roles/{}/resource/uploadsessions/{}",""
"PATCH","/identitygovernance/entitlementmanagement/catalogs/{}/resources/{}/roles/{}","Identity.Governance","Update-MgIdentityGovernanceEntitlementManagementCatalogResourceRole","suppress","System.Object[]","/identitygovernance/entitlementmanagement/catalogs/{}/resourceroles/{}","Update-MgEntitlementManagementCatalogResourceRole"
"PATCH","/identitygovernance/entitlementmanagement/catalogs/{}/resources/{}/roles/{}/resource","Identity.Governance","Update-MgIdentityGovernanceEntitlementManagementCatalogResourceRoleResource","suppress","System.Object[]","/identitygovernance/entitlementmanagement/catalogs/{}/resourceroles/{}/resource",""
"PATCH","/identitygovernance/entitlementmanagement/catalogs/{}/resources/{}/roles/{}/resource/scopes/{}","Identity.Governance","Update-MgIdentityGovernanceEntitlementManagementCatalogResourceRoleResourceScope","suppress","System.Object[]","/identitygovernance/entitlementmanagement/catalogs/{}/resourceroles/{}/resource/scopes/{}","Update-MgEntitlementManagementCatalogResourceRoleResourceScope"
"PATCH","/identitygovernance/entitlementmanagement/catalogs/{}/resources/{}/roles/{}/resource/scopes/{}/resource","Identity.Governance","Update-MgIdentityGovernanceEntitlementManagementCatalogResourceRoleResourceScopeResource","suppress","System.Object[]","/identitygovernance/entitlementmanagement/catalogs/{}/resourceroles/{}/resource/scopes/{}/resource",""
"PATCH","/identitygovernance/entitlementmanagement/catalogs/{}/resources/{}/roles/{}/resource/scopes/{}/resource/uploadsessions/{}","Identity.Governance","Update-MgIdentityGovernanceEntitlementManagementCatalogResourceRoleResourceScopeResourceUploadSession","suppress","System.Object[]","/identitygovernance/entitlementmanagement/catalogs/{}/resourceroles/{}/resource/scopes/{}/resource/uploadsessions/{}",""
"PATCH","/identitygovernance/entitlementmanagement/catalogs/{}/resources/{}/roles/{}/resource/uploadsessions/{}","Identity.Governance","Update-MgIdentityGovernanceEntitlementManagementCatalogResourceRoleResourceUploadSession","suppress","System.Object[]","/identitygovernance/entitlementmanagement/catalogs/{}/resourceroles/{}/resource/uploadsessions/{}",""
"PATCH","/identitygovernance/entitlementmanagement/catalogs/{}/resources/{}/scopes/{}","Identity.Governance","Update-MgIdentityGovernanceEntitlementManagementCatalogResourceScope","suppress","System.Object[]","/identitygovernance/entitlementmanagement/catalogs/{}/resourcescopes/{}","Update-MgEntitlementManagementCatalogResourceScope"
"PATCH","/identitygovernance/entitlementmanagement/catalogs/{}/resources/{}/scopes/{}/resource","Identity.Governance","Update-MgIdentityGovernanceEntitlementManagementCatalogResourceScopeResource","suppress","System.Object[]","/identitygovernance/entitlementmanagement/catalogs/{}/resourcescopes/{}/resource",""
"PATCH","/identitygovernance/entitlementmanagement/catalogs/{}/resources/{}/scopes/{}/resource/roles/{}","Identity.Governance","Update-MgIdentityGovernanceEntitlementManagementCatalogResourceScopeResourceRole","rename","System.Object[]","/identitygovernance/entitlementmanagement/catalogs/{}/resourcescopes/{}/resource/roles/{}",""
"PATCH","/identitygovernance/entitlementmanagement/catalogs/{}/resources/{}/scopes/{}/resource/roles/{}/resource","Identity.Governance","Update-MgIdentityGovernanceEntitlementManagementCatalogResourceScopeResourceRoleResource","suppress","System.Object[]","/identitygovernance/entitlementmanagement/catalogs/{}/resourcescopes/{}/resource/roles/{}/resource",""
"PATCH","/identitygovernance/entitlementmanagement/catalogs/{}/resources/{}/scopes/{}/resource/roles/{}/resource/uploadsessions/{}","Identity.Governance","Update-MgIdentityGovernanceEntitlementManagementCatalogResourceScopeResourceRoleResourceUploadSession","suppress","System.Object[]","/identitygovernance/entitlementmanagement/catalogs/{}/resourcescopes/{}/resource/roles/{}/resource/uploadsessions/{}",""
"PATCH","/identitygovernance/entitlementmanagement/catalogs/{}/resources/{}/scopes/{}/resource/uploadsessions/{}","Identity.Governance","Update-MgIdentityGovernanceEntitlementManagementCatalogResourceScopeResourceUploadSession","suppress","System.Object[]","/identitygovernance/entitlementmanagement/catalogs/{}/resourcescopes/{}/resource/uploadsessions/{}",""
"PATCH","/identitygovernance/entitlementmanagement/catalogs/{}/resourcescopes/{}","Identity.Governance","Update-MgIdentityGovernanceEntitlementManagementCatalogResourceScope","rename","System.Object[]","/identitygovernance/entitlementmanagement/catalogs/{}/resources/{}/scopes/{}",""
"PATCH","/identitygovernance/entitlementmanagement/catalogs/{}/resourcescopes/{}/resource","Identity.Governance","Update-MgIdentityGovernanceEntitlementManagementCatalogResourceScopeResource","suppress","System.Object[]","/identitygovernance/entitlementmanagement/catalogs/{}/resources/{}/scopes/{}/resource",""
"PATCH","/identitygovernance/entitlementmanagement/catalogs/{}/resourcescopes/{}/resource/roles/{}","Identity.Governance","Update-MgIdentityGovernanceEntitlementManagementCatalogResourceScopeResourceRole","suppress","System.Object[]","/identitygovernance/entitlementmanagement/catalogs/{}/resources/{}/scopes/{}/resource/roles/{}","Update-MgEntitlementManagementCatalogResourceScopeResourceRole"
"PATCH","/identitygovernance/entitlementmanagement/catalogs/{}/resourcescopes/{}/resource/roles/{}/resource","Identity.Governance","Update-MgIdentityGovernanceEntitlementManagementCatalogResourceScopeResourceRoleResource","suppress","System.Object[]","/identitygovernance/entitlementmanagement/catalogs/{}/resources/{}/scopes/{}/resource/roles/{}/resource",""
"PATCH","/identitygovernance/entitlementmanagement/catalogs/{}/resourcescopes/{}/resource/roles/{}/resource/uploadsessions/{}","Identity.Governance","Update-MgIdentityGovernanceEntitlementManagementCatalogResourceScopeResourceRoleResourceUploadSession","suppress","System.Object[]","/identitygovernance/entitlementmanagement/catalogs/{}/resources/{}/scopes/{}/resource/roles/{}/resource/uploadsessions/{}",""
"PATCH","/identitygovernance/entitlementmanagement/catalogs/{}/resourcescopes/{}/resource/uploadsessions/{}","Identity.Governance","Update-MgIdentityGovernanceEntitlementManagementCatalogResourceScopeResourceUploadSession","suppress","System.Object[]","/identitygovernance/entitlementmanagement/catalogs/{}/resources/{}/scopes/{}/resource/uploadsessions/{}",""
"PATCH","/identitygovernance/entitlementmanagement/resourcerequests/{}/catalog/resourceroles/{}","Identity.Governance","Update-MgIdentityGovernanceEntitlementManagementResourceRequestCatalogResourceRole","rename","System.Object[]","/identitygovernance/entitlementmanagement/resourcerequests/{}/catalog/resources/{}/roles/{}",""
"PATCH","/identitygovernance/entitlementmanagement/resourcerequests/{}/catalog/resourceroles/{}/resource","Identity.Governance","Update-MgIdentityGovernanceEntitlementManagementResourceRequestCatalogResourceRoleResource","suppress","System.Object[]","/identitygovernance/entitlementmanagement/resourcerequests/{}/catalog/resources/{}/roles/{}/resource",""
"PATCH","/identitygovernance/entitlementmanagement/resourcerequests/{}/catalog/resourceroles/{}/resource/scopes/{}","Identity.Governance","Update-MgIdentityGovernanceEntitlementManagementResourceRequestCatalogResourceRoleResourceScope","rename","System.Object[]","/identitygovernance/entitlementmanagement/resourcerequests/{}/catalog/resources/{}/roles/{}/resource/scopes/{}",""
"PATCH","/identitygovernance/entitlementmanagement/resourcerequests/{}/catalog/resourceroles/{}/resource/scopes/{}/resource","Identity.Governance","Update-MgIdentityGovernanceEntitlementManagementResourceRequestCatalogResourceRoleResourceScopeResource","suppress","System.Object[]","/identitygovernance/entitlementmanagement/resourcerequests/{}/catalog/resources/{}/roles/{}/resource/scopes/{}/resource",""
"PATCH","/identitygovernance/entitlementmanagement/resourcerequests/{}/catalog/resourceroles/{}/resource/scopes/{}/resource/uploadsessions/{}","Identity.Governance","Update-MgIdentityGovernanceEntitlementManagementResourceRequestCatalogResourceRoleResourceScopeResourceUploadSession","suppress","System.Object[]","/identitygovernance/entitlementmanagement/resourcerequests/{}/catalog/resources/{}/roles/{}/resource/scopes/{}/resource/uploadsessions/{}",""
"PATCH","/identitygovernance/entitlementmanagement/resourcerequests/{}/catalog/resourceroles/{}/resource/uploadsessions/{}","Identity.Governance","Update-MgIdentityGovernanceEntitlementManagementResourceRequestCatalogResourceRoleResourceUploadSession","suppress","System.Object[]","/identitygovernance/entitlementmanagement/resourcerequests/{}/catalog/resources/{}/roles/{}/resource/uploadsessions/{}",""
"PATCH","/identitygovernance/entitlementmanagement/resourcerequests/{}/catalog/resources/{}/roles/{}","Identity.Governance","Update-MgIdentityGovernanceEntitlementManagementResourceRequestCatalogResourceRole","suppress","System.Object[]","/identitygovernance/entitlementmanagement/resourcerequests/{}/catalog/resourceroles/{}","Update-MgEntitlementManagementResourceRequestCatalogResourceRole"
"PATCH","/identitygovernance/entitlementmanagement/resourcerequests/{}/catalog/resources/{}/roles/{}/resource","Identity.Governance","Update-MgIdentityGovernanceEntitlementManagementResourceRequestCatalogResourceRoleResource","suppress","System.Object[]","/identitygovernance/entitlementmanagement/resourcerequests/{}/catalog/resourceroles/{}/resource",""
"PATCH","/identitygovernance/entitlementmanagement/resourcerequests/{}/catalog/resources/{}/roles/{}/resource/scopes/{}","Identity.Governance","Update-MgIdentityGovernanceEntitlementManagementResourceRequestCatalogResourceRoleResourceScope","suppress","System.Object[]","/identitygovernance/entitlementmanagement/resourcerequests/{}/catalog/resourceroles/{}/resource/scopes/{}","Update-MgEntitlementManagementResourceRequestCatalogResourceRoleResourceScope"
"PATCH","/identitygovernance/entitlementmanagement/resourcerequests/{}/catalog/resources/{}/roles/{}/resource/scopes/{}/resource","Identity.Governance","Update-MgIdentityGovernanceEntitlementManagementResourceRequestCatalogResourceRoleResourceScopeResource","suppress","System.Object[]","/identitygovernance/entitlementmanagement/resourcerequests/{}/catalog/resourceroles/{}/resource/scopes/{}/resource",""
"PATCH","/identitygovernance/entitlementmanagement/resourcerequests/{}/catalog/resources/{}/roles/{}/resource/scopes/{}/resource/uploadsessions/{}","Identity.Governance","Update-MgIdentityGovernanceEntitlementManagementResourceRequestCatalogResourceRoleResourceScopeResourceUploadSession","suppress","System.Object[]","/identitygovernance/entitlementmanagement/resourcerequests/{}/catalog/resourceroles/{}/resource/scopes/{}/resource/uploadsessions/{}",""
"PATCH","/identitygovernance/entitlementmanagement/resourcerequests/{}/catalog/resources/{}/roles/{}/resource/uploadsessions/{}","Identity.Governance","Update-MgIdentityGovernanceEntitlementManagementResourceRequestCatalogResourceRoleResourceUploadSession","suppress","System.Object[]","/identitygovernance/entitlementmanagement/resourcerequests/{}/catalog/resourceroles/{}/resource/uploadsessions/{}",""
"PATCH","/identitygovernance/entitlementmanagement/resourcerequests/{}/catalog/resources/{}/scopes/{}","Identity.Governance","Update-MgIdentityGovernanceEntitlementManagementResourceRequestCatalogResourceScope","suppress","System.Object[]","/identitygovernance/entitlementmanagement/resourcerequests/{}/catalog/resourcescopes/{}","Update-MgEntitlementManagementResourceRequestCatalogResourceScope"
"PATCH","/identitygovernance/entitlementmanagement/resourcerequests/{}/catalog/resources/{}/scopes/{}/resource","Identity.Governance","Update-MgIdentityGovernanceEntitlementManagementResourceRequestCatalogResourceScopeResource","suppress","System.Object[]","/identitygovernance/entitlementmanagement/resourcerequests/{}/catalog/resourcescopes/{}/resource",""
"PATCH","/identitygovernance/entitlementmanagement/resourcerequests/{}/catalog/resources/{}/scopes/{}/resource/roles/{}","Identity.Governance","Update-MgIdentityGovernanceEntitlementManagementResourceRequestCatalogResourceScopeResourceRole","rename","System.Object[]","/identitygovernance/entitlementmanagement/resourcerequests/{}/catalog/resourcescopes/{}/resource/roles/{}",""
"PATCH","/identitygovernance/entitlementmanagement/resourcerequests/{}/catalog/resources/{}/scopes/{}/resource/roles/{}/resource","Identity.Governance","Update-MgIdentityGovernanceEntitlementManagementResourceRequestCatalogResourceScopeResourceRoleResource","suppress","System.Object[]","/identitygovernance/entitlementmanagement/resourcerequests/{}/catalog/resourcescopes/{}/resource/roles/{}/resource",""
"PATCH","/identitygovernance/entitlementmanagement/resourcerequests/{}/catalog/resources/{}/scopes/{}/resource/roles/{}/resource/uploadsessions/{}","Identity.Governance","Update-MgIdentityGovernanceEntitlementManagementResourceRequestCatalogResourceScopeResourceRoleResourceUploadSession","suppress","System.Object[]","/identitygovernance/entitlementmanagement/resourcerequests/{}/catalog/resourcescopes/{}/resource/roles/{}/resource/uploadsessions/{}",""
"PATCH","/identitygovernance/entitlementmanagement/resourcerequests/{}/catalog/resources/{}/scopes/{}/resource/uploadsessions/{}","Identity.Governance","Update-MgIdentityGovernanceEntitlementManagementResourceRequestCatalogResourceScopeResourceUploadSession","suppress","System.Object[]","/identitygovernance/entitlementmanagement/resourcerequests/{}/catalog/resourcescopes/{}/resource/uploadsessions/{}",""
"PATCH","/identitygovernance/entitlementmanagement/resourcerequests/{}/catalog/resourcescopes/{}","Identity.Governance","Update-MgIdentityGovernanceEntitlementManagementResourceRequestCatalogResourceScope","rename","System.Object[]","/identitygovernance/entitlementmanagement/resourcerequests/{}/catalog/resources/{}/scopes/{}",""
"PATCH","/identitygovernance/entitlementmanagement/resourcerequests/{}/catalog/resourcescopes/{}/resource","Identity.Governance","Update-MgIdentityGovernanceEntitlementManagementResourceRequestCatalogResourceScopeResource","suppress","System.Object[]","/identitygovernance/entitlementmanagement/resourcerequests/{}/catalog/resources/{}/scopes/{}/resource",""
"PATCH","/identitygovernance/entitlementmanagement/resourcerequests/{}/catalog/resourcescopes/{}/resource/roles/{}","Identity.Governance","Update-MgIdentityGovernanceEntitlementManagementResourceRequestCatalogResourceScopeResourceRole","suppress","System.Object[]","/identitygovernance/entitlementmanagement/resourcerequests/{}/catalog/resources/{}/scopes/{}/resource/roles/{}","Update-MgEntitlementManagementResourceRequestCatalogResourceScopeResourceRole"
"PATCH","/identitygovernance/entitlementmanagement/resourcerequests/{}/catalog/resourcescopes/{}/resource/roles/{}/resource","Identity.Governance","Update-MgIdentityGovernanceEntitlementManagementResourceRequestCatalogResourceScopeResourceRoleResource","suppress","System.Object[]","/identitygovernance/entitlementmanagement/resourcerequests/{}/catalog/resources/{}/scopes/{}/resource/roles/{}/resource",""
"PATCH","/identitygovernance/entitlementmanagement/resourcerequests/{}/catalog/resourcescopes/{}/resource/roles/{}/resource/uploadsessions/{}","Identity.Governance","Update-MgIdentityGovernanceEntitlementManagementResourceRequestCatalogResourceScopeResourceRoleResourceUploadSession","suppress","System.Object[]","/identitygovernance/entitlementmanagement/resourcerequests/{}/catalog/resources/{}/scopes/{}/resource/roles/{}/resource/uploadsessions/{}",""
